,country_code,country,type_of_document,date,backend_status,current,version_number,url,comment,annex_type,income_group,region,eu27,ghg_total,ghg_transport,mena,document_path
195,MUS,Mauritius,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20INDC%20for%20Mauritius%2028%20Sept%202015.pdf,,Non-Annex I,Middle-income,Africa,0,4.331795994,1.15688694,0,../data/downloaded_documents/64aa98d1eb0a5743d5fb3139cdd255f342665714ea92d02a323d1ae9b3bb94f4.pdf
196,MUS,Mauritius,Updated NDC,2021-05-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20the%20Republic%20of%20Mauritius%2001%20October%202021.docx,,Non-Annex I,Middle-income,Africa,0,4.331795994,1.15688694,0,../data/downloaded_documents/1b16b10bbba135991a99b834a5833333bcf4be0b51aa1a3a13b06ba5d2117991.docx
197,MEX,Mexico,LTS,2016-11-16 00:00:00,,x,LTS 1.0,https://unfccc.int/files/focus/long-term_strategies/application/pdf/mexico_mcs_final_cop22nov16_red.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,485.0036041,138.8451786,0,../data/downloaded_documents/380e1fc55a88fc5f303922b813d49ccab70f23899828860e1a6900e11b0e7907.pdf
198,MEX,Mexico,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/MEXICO%20INDC%2003.30.2015.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,485.0036041,138.8451786,0,../data/downloaded_documents/fdd5906415971fe41a5703d3e244033fac81e86fab925a9fe1932d767ae770b7.pdf
199,MEX,Mexico,Archived Updated NDC,2020-12-30 00:00:00,,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Eng-Dec30.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,485.0036041,138.8451786,0,../data/downloaded_documents/500cc1fa23a603f35d5afd290b9ab1f58ba30c35f15b02f486f677f75d179a7c.pdf
200,MEX,Mexico,Updated NDC,2022-11-17 00:00:00,,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-11/Mexico_NDC_UNFCCC_update2022_FINAL.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,485.0036041,138.8451786,0,../data/downloaded_documents/688328282b01fec3c59b3fbd06532104cc9d7b33f7ff6f46f739c89dda4472ef.pdf
201,FSM,Micronesia,Updated NDC,2022-10-17 00:00:00,missing,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-10/Updated%20NDC%20of%20the%20MICRONESIA.pdf,,Non-Annex I,Middle-income,Oceania,0,0,0,0,../data/downloaded_documents/4636dc7d8b748598e5c09ba060f87010417351efa88237d5f2721a4500399324.pdf
202,FSM,Micronesia (Federated States of),1st NDC,2016-09-15 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Micronesia%20%28Federated%20State%20of%29%20First%20NDC.pdf,,,,,,,,,../data/downloaded_documents/933a19c5a559e40a449b36a50b66eecaff7af98b19bb43022154f1bd00bb1bd6.pdf
203,MCO,Monaco,1st NDC,2016-10-26 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Morocco%20First%20NDC-English.pdf,,Annex I,High-income,Europe,0,0,0,0,../data/downloaded_documents/c0d086918c67af81bb635e6b3f8fcb3b5023a73d66eee496695112e77fd4c234.pdf
204,MCO,Monaco,Updated NDC,2020-12-28 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_NDC_2020.pdf,,Annex I,High-income,Europe,0,0,0,0,../data/downloaded_documents/3535a91f0c400db430253b7297ef6f8df5f1b8c799569befcc6c1631b778e754.pdf
205,MNG,Mongolia,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/150924_INDCs%20of%20Mongolia.pdf,,Non-Annex I,Middle-income,Asia,0,35.9295932,2.5505012,0,../data/downloaded_documents/5a208f82462af364ee908d036624abab62f37a2e1ebe2f26cfe20094fb269524.pdf
206,MNG,Mongolia,Updated NDC,2020-10-13 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/First%20Submission%20of%20Mongolia's%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,35.9295932,2.5505012,0,../data/downloaded_documents/3a84099b15685f31f9904aaaad541d40abb5d362af072935702e53cc35bfc055.pdf
207,MNE,Montenegro,1st NDC,2017-12-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDCSubmission_%20Montenegro.pdf,,Non-Annex I,Middle-income,Europe,0,0,0,0,../data/downloaded_documents/b2ebd526cfdb87288ef963d47d822492ed26fcec46c1592f7d2e01ab309fbbf6.pdf
208,MNE,Montenegro,Updated NDC,2021-06-16 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20for%20Montenegro.pdf,,Non-Annex I,Middle-income,Europe,0,0,0,0,../data/downloaded_documents/e48cf531f80e54e9fdfc2815708a81175df2ff8d28ee391b5ece33b2f2db7b15.pdf
209,MAR,Morocco,LTS,2021-12-21 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/MAR_LTS_Dec2021.pdf,,Non-Annex I,Middle-income,Africa,0,73.91385667,17.16800733,MENA,../data/downloaded_documents/8d2785156616f4ab74a0fd19fbb02ce75d57d7910d96a3e956542c68a96ed86f.pdf
210,MAR,Morocco,1st NDC,2016-09-19 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Morocco%20First%20NDC.pdf,,Non-Annex I,Middle-income,Africa,0,73.91385667,17.16800733,MENA,../data/downloaded_documents/003e38f44a882dec0b3c480808f5cc27b7b4bdeb90695498f9eb88ab79d81ac0.pdf
211,MAR,Morocco,Updated NDC,2021-06-22 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Moroccan%20updated%20NDC%202021%20_Fr.pdf,,Non-Annex I,Middle-income,Africa,0,73.91385667,17.16800733,MENA,../data/downloaded_documents/cf28a744523dd8c39e52c31649c59a81e448a1cc546e345928f0c002ae8e0b69.pdf
212,MOZ,Mozambique,1st NDC,2018-06-04 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/MOZ_INDC_Final_Version.pdf,,Non-Annex I,Low-income,Africa,0,9.259440962,4.731508227,0,../data/downloaded_documents/fec56ed9fcde90ee7d0846ae8e28a1586153a128996da54e445c8081daa815a8.pdf
213,MOZ,Mozambique,Updated NDC,2021-12-27 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_EN_Final.pdf,,Non-Annex I,Low-income,Africa,0,9.259440962,4.731508227,0,../data/downloaded_documents/c2474ab4c3f0cbd335c7e48cccd2863f32d768261f16a87f8b1d94fc722d4c93.pdf
214,MMR,Myanmar,1st NDC,2017-09-19 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Myanmar%27s%20INDC.pdf,,Non-Annex I,Middle-income,Asia,0,48.31066201,21.16023669,0,../data/downloaded_documents/b48459b13a2db75200e8beeb929e000720ac6865acf4c98bc6913cd7177977a7.pdf
215,MMR,Myanmar,Updated NDC,2021-08-03 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Myanmar%20Updated%20%20NDC%20July%202021.pdf,,Non-Annex I,Middle-income,Asia,0,48.31066201,21.16023669,0,../data/downloaded_documents/55c309a58800c37a6c1f48502b1c7075f5632e1f0ffe5f2108ff189c135cf174.pdf
216,NAM,Namibia,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20of%20Namibia%20Final%20pdf.pdf,,Non-Annex I,Middle-income,Africa,0,4.40010959,2.20669241,0,../data/downloaded_documents/107efb966219601f8cc3521b69f629214a727498edb43f6be340b0f7776f7245.pdf
217,NAM,Namibia,Updated NDC,2021-07-30 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Namibia's%20Updated%20NDC_%20FINAL%2025%20July%202021.pdf,,Non-Annex I,Middle-income,Africa,0,4.40010959,2.20669241,0,../data/downloaded_documents/5672fc6353bb857d20cf085cbc8db715be9d608ddca9fbd2b4f2785799759305.pdf
218,NRU,Nauru,1st NDC,2016-04-07 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Nauru_NDC.pdf,,Non-Annex I,High-income,Oceania,0,0,0,0,../data/downloaded_documents/595e705b0d4e5b47d0a9d81b495ab9014e479ff0a27c1adc9099c7b3580bc8dd.pdf
219,NPL,Nepal,LTS,2021-10-31 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/NepalLTLEDS.pdf,,Non-Annex I,Middle-income,Asia,0,15.01908767,5.0541834,0,../data/downloaded_documents/832c9a475ab3c0dd57e2e62529be759af078f942ab9b8d90855328cab05009e2.pdf
220,NPL,Nepal,1st NDC,2016-10-05 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Nepal%20First%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,15.01908767,5.0541834,0,../data/downloaded_documents/286d28f6b25a1658925e84c38b615a534dbfe0daf375cc12ab18367d7883b28b.pdf
221,NPL,Nepal,2nd NDC,2020-08-12 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20Nationally%20Determined%20Contribution%20(NDC)%20-%202020.pdf,,Non-Annex I,Middle-income,Asia,0,15.01908767,5.0541834,0,../data/downloaded_documents/fda501f93f07f229cd11d05d79c89bb2025cae7dea66aa15cdc162136bd6b9fe.pdf
222,NLD,Netherlands,LTS,2020-11-12 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_Netherlands.pdf,,Annex I,High-income,Europe,EU27,156.4148194,30.72079092,0,../data/downloaded_documents/7ef180cf305997968d01bb2dcdffcff78c7ca8da66ea7108e9c4b064739c1410.pdf
223,NZL,New Zealand,1st NDC,2016-10-05 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/New%20Zealand%20first%20NDC%20%28Archived%29.pdf,,Annex I,High-income,Oceania,0,38.66876873,15.51476145,0,../data/downloaded_documents/44f1ba785b46d3c306568e2031841d3d678a8a2627e56c8e6c7ba0c6b91c06d8.pdf
224,NZL,New Zealand,Updated NDC,2020-04-22 00:00:00,,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NEW%20ZEALAND%20NDC%20update%2022%2004%202020.pdf,,Annex I,High-income,Oceania,0,38.66876873,15.51476145,0,../data/downloaded_documents/ff7578b6d356ace3b1da423c26211ba6ebb248b2c8c85ddcfd00d76b9808e822.pdf
225,NZL,New Zealand,Updated NDC,2021-11-03 00:00:00,uploaded,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-06/New%20Zealand%20NDC%20November%202021.pdf,,Annex I,High-income,Oceania,0,38.66876873,15.51476145,0,../data/downloaded_documents/4d6c5848d6a8ff10e083b253d0a83edae2ef01b776e1cdc3e3be87e947049faf.pdf
226,NIC,Nicaragua,1st NDC,2018-09-03 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Contribucion%20Nacionalmente%20Determinada%20Nicaragua.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,5.858757299,2.31707109,0,../data/downloaded_documents/6799c6146ed405944ac0072e6164eefe637672860425067d2aca9b3487041976.pdf
227,NER,Niger,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Niger-INDC-final_Eng.pdf,,Non-Annex I,Low-income,Africa,0,2.359578167,1.36455389,0,../data/downloaded_documents/7bd8f6069954d514ca091dd64abecb830b6e2d8c60d09f000099cc3fb3e7d1d3.pdf
228,NER,Niger,Updated NDC,2021-12-13 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Niger_R%C3%A9vis%C3%A9e_2021.pdf,,Non-Annex I,Low-income,Africa,0,2.359578167,1.36455389,0,../data/downloaded_documents/01fdfc4fd6e7ef0f74b47224076e6dc1fa04f74b2a74208bef64faed8386f8ee.pdf
229,NGA,Nigeria,LTS,2021-12-08 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/Nigeria_LTS1.pdf,,Non-Annex I,Middle-income,Africa,0,,,0,../data/downloaded_documents/d86ce7e24a1b808bb1b5084d0feb53062c1a38071775e55f935279e2be8f1496.pdf
230,NGA,Nigeria,1st NDC,2017-05-16 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Approved%20Nigeria%27s%20INDC_271115.pdf,,Non-Annex I,Middle-income,Africa,0,100.2232306,28.44905652,0,../data/downloaded_documents/ce0f2440914a79202643c51f43fbb87a7e584163e95ef911d3d0c74e67caf303.pdf
231,NGA,Nigeria,Updated NDC,2021-05-28 00:00:00,,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20INTERIM%20REPORT%20SUBMISSION%20-%20NIGERIA.pdf,,Non-Annex I,Middle-income,Africa,0,100.2232306,28.44905652,0,../data/downloaded_documents/f845ea43e783911990d423795df42736bf2d75fbdd45187375ab29579e43d39e.pdf
232,-,Niue,1st NDC,2016-10-28 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Niue%20INDC%20Final.pdf,,,,,,,,,../data/downloaded_documents/75511f8142480ff287e464a83c19795335381623164a1013df88c8be3d89567c.pdf
233,NOR,Norway,1st NDC,2016-06-20 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NorwayINDC.pdf,,Annex I,High-income,Europe,0,47.9907763,12.97611102,0,../data/downloaded_documents/c2e3c0e9804b476742a2220d9799072ee905839967d18bbff18affbf81042466.pdf
234,NOR,Norway,Updated NDC,2020-02-07 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Norway_updatedNDC_2020%20(Updated%20submission).pdf,,Annex I,High-income,Europe,0,47.9907763,12.97611102,0,../data/downloaded_documents/aae81883cf1e3a757c184cc8903fc6f05b9260493851142644fff6b006ce43c4.pdf
235,OMN,Oman,1st NDC,2019-05-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/OMAN%20INDCs.pdf,,Non-Annex I,High-income,Asia,0,92.78072001,16.8238528,MENA,../data/downloaded_documents/772575326a12deeaa0df5abbf5ce44ae14a72d0c10f8556a5b690da4aa3cb26d.pdf
236,OMN,Oman,2nd NDC,2021-07-29 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20NDC%20Report%20Oman.pdf,,Non-Annex I,High-income,Asia,0,92.78072001,16.8238528,MENA,../data/downloaded_documents/5c9da98808b837ce508a02c0063856b3687d0de04196de4a760aa01f84af22a7.pdf
237,PAK,Pakistan,1st NDC,2016-11-10 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Pak-INDC.pdf,,Non-Annex I,Middle-income,Asia,0,223.6259501,33.77983518,0,../data/downloaded_documents/9f142ff751524d6698845f5e4b906d29571383e5bbe72439580047211e578b59.pdf
238,PAK,Pakistan,Updated NDC,2021-10-21 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Pakistan%20Updated%20NDC%202021.pdf,,Non-Annex I,Middle-income,Asia,0,223.6259501,33.77983518,0,../data/downloaded_documents/3ffbfaea63b162c7eccffd295639d695b24f8efaa9ec8d7601d2794e82a6d71f.pdf
239,PAK,Pakistan,Updated NDC,2021-12-10 00:00:00,uploaded,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Abridged%20Version%20of%20Updated%20Pakistan%20NDCs.docx,,Non-Annex I,Middle-income,Asia,0,223.6259501,33.77983518,0,../data/downloaded_documents/3e6a46e16ddcb2548f97e1585ef2d1d4f67a1ca510268b150622a13bcce32a9a.docx
240,PLW,Palau,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Palau_INDC.Final%20Copy.pdf,,Non-Annex I,High-income,Oceania,0,1.329678832,0.7043503567,0,../data/downloaded_documents/fa249e499f510cac59531783f16f4e7351d59bf003660aee3b78d4f819dc7af8.pdf
241,PSE,Palestine,Updated NDC,2021-10-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC_%20State%20of%20Palestine_2021_FINAL.pdf,,Non-Annex I,Middle-income,Asia,0,0,0,MENA,../data/downloaded_documents/6ee1888d86673afe3255b531e22b9f8315e9111abf39b78f88d75899a635adf2.pdf
242,PSE,Palestine,1st NDC,2017-08-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/State%20of%20Palestine%20First%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,0,0,MENA,../data/downloaded_documents/ab03e6343ff2d5ad7ccdde7dbfdeb836f2472ffbcf8cd5a289998c490a8a3d92.pdf
243,PAN,Panama,1st NDC,2016-04-18 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/PANAMA%20NDC.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,11.6335758,4.538240399,0,../data/downloaded_documents/2c3ecf3aeefee64c07ae7a82408226d92ea713f7f82a2c04bbecfcf9b23e1532.pdf
244,PAN,Panama,Updated NDC,2020-12-28 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDN1%20Actualizada%20Rep%C3%BAblica%20de%20Panam%C3%A1.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,11.6335758,4.538240399,0,../data/downloaded_documents/a3813a8d313ffd2d0f23f6eb6e5b0e2f83d3b45a66e52a92673316afab3be851.pdf
245,PNG,Papua New Guinea,1st NDC,2016-03-24 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/PNG_INDC%20to%20the%20UNFCCC.pdf,,Non-Annex I,Middle-income,Oceania,0,4.074779957,1.892629712,0,../data/downloaded_documents/024db9534a70e2d859237f8f79c061063a4c88eed0e64418b9759d802bc3c16c.pdf
246,PNG,Papua New Guinea,2nd NDC,2020-12-16 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Second%20NDC.pdf,,Non-Annex I,Middle-income,Oceania,0,4.074779957,1.892629712,0,../data/downloaded_documents/3672331377764d2bb621b8d3bcc78a37dae646942d3bac442ada9b8c157bd750.pdf
247,PRY,Paraguay,1st NDC,2016-10-14 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Documento%20INDC%20Paraguay%2001-10-15.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,8.465956729,7.1952054,0,../data/downloaded_documents/69ef052efb8c7617662a0f3ef73f8cb93e95148cf3177aa189052dc2b0df8cfb.pdf
248,PRY,Paraguay,Updated NDC,2021-07-16 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Documento%20INDC%20Paraguay%2001-10-15.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,8.465956729,7.1952054,0,../data/downloaded_documents/69ef052efb8c7617662a0f3ef73f8cb93e95148cf3177aa189052dc2b0df8cfb.pdf
249,PER,Peru,1st NDC,2016-07-25 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/iNDC%20Per%C3%BA%20english.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,56.28605779,23.13596826,0,../data/downloaded_documents/e9daf8431283dc68c429ad4fcdacf108e3673f31c7bc93882bbecfb1dde999fc.pdf
250,PER,Peru,Updated NDC,2020-12-19 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Reporte%20de%20Actualizacio%CC%81n%20de%20las%20NDC%20del%20Peru%CC%81.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,56.28605779,23.13596826,0,../data/downloaded_documents/a87612cf3dbba595bb4f77a4850cc80bc3b064f9161a810a600386f20ebf347e.pdf
251,PHL,Philippines,1st NDC,2015-10-01 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Philippines%20-%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,150.6400862,35.12448237,0,../data/downloaded_documents/f1050440fb9ec3946fc8fdfba138bb9e98c7f0b27c8118c73227f965b8d791a7.pdf
252,PHL,Philippines,Updated NDC,2021-04-15 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Philippines%20-%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,150.6400862,35.12448237,0,../data/downloaded_documents/f1050440fb9ec3946fc8fdfba138bb9e98c7f0b27c8118c73227f965b8d791a7.pdf
253,PRT,Portugal,LTS,2019-09-20 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/RNC2050_EN_PT%20Long%20Term%20Strategy.pdf,,Annex I,High-income,Europe,EU27,48.47204898,16.46679338,0,../data/downloaded_documents/4234cea20ccb0f6ff2a11d68b8b6dc5cf483847fd1ef02b6dabe2ab5b8e78b89.pdf
254,QAT,Qatar,1st NDC,2017-06-23 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20INDCs%20Report%20-%20Arabic.pdf,,Non-Annex I,High-income,Asia,0,106.5276102,17.4168166,MENA,../data/downloaded_documents/62e3312cc227833e926b614c70fd013077ee88e817fa2e079975009bb2866ec6.pdf
255,QAT,Qatar,Updated NDC,2021-08-24 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20NDC.pdf,,Non-Annex I,High-income,Asia,0,106.5276102,17.4168166,MENA,../data/downloaded_documents/75a3efe11325e910eb090af953c53cb8e44bec98ac4b0101ce4ab88f742c022a.pdf
256,KOR,Republic of Korea,1st NDC,2016-11-03 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Submission%20by%20the%20Republic%20of%20Korea%20on%20June%2030.pdf,,Non-Annex I,High-income,Asia,0,651.8702368,96.05380229,0,../data/downloaded_documents/cb7a7d91ba02b36b63b54c1e3d7035c640aaa4cc19bbce9cacc1ae5c1fed1280.pdf
257,KOR,Republic of Korea,Updated NDC,2020-12-30 00:00:00,,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/201230_ROK's%20Update%20of%20its%20First%20NDC_editorial%20change.pdf,,Non-Annex I,High-income,Asia,0,651.8702368,96.05380229,0,../data/downloaded_documents/a0184aa0e902478d045def0d263672da7584bb4f42b4a79c6ef845e24f4e055b.pdf
258,KOR,Republic of Korea,Updated NDC,2021-12-23 00:00:00,,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-06/211223_The%20Republic%20of%20Korea's%20Enhanced%20Update%20of%20its%20First%20Nationally%20Determined%20Contribution_211227_editorial%20change.pdf,,Non-Annex I,High-income,Asia,0,651.8702368,96.05380229,0,../data/downloaded_documents/fd474bef77fa0ad309c1410add74756b9a8fd6e0bea55f5e42977d1988aafa35.pdf
259,KOR,Republic of Korea,LTS,2020-12-30 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_RKorea.pdf,,Non-Annex I,High-income,Asia,0,651.8702368,96.05380229,0,../data/downloaded_documents/41122341a08d2c1c13b93ecfe5f7adfb3e8c5dec4291780819aa115d0989ed9c.pdf
260,MDA,Republic of Moldova,1st NDC,2017-06-20 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Republic_of_Moldova_25.09.2015.pdf,,Non-Annex I,Middle-income,Europe,0,9.229154367,2.4328218,0,../data/downloaded_documents/e954ed85efb1e148b5aee477129e20df516050d5764ea14e9591aed3fee0ce14.pdf
261,MDA,Republic of Moldova,Updated NDC,2020-03-04 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/MD_Updated_NDC_final_version_EN.pdf,,Non-Annex I,Middle-income,Europe,0,9.229154367,2.4328218,0,../data/downloaded_documents/03654a4172cdd1f4652895ea7006268c140c708232d3b4dd2253fbe8398e3b2d.pdf
262,MKD,Republic of North Macedonia,LTS,2021-11-04 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/MKD_LTS_Nov2021.pdf,,Non-Annex I,Middle-income,Europe,0,8.923784046,1.96248251,0,../data/downloaded_documents/7915b032d890d123b1ee85888b9190b555dd67534b502252db862c9d65761568.pdf
263,MKD,Republic of North Macedonia,Updated NDC,2021-04-16 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Macedonian%20enhanced%20NDC%20(002).pdf,,Non-Annex I,Middle-income,Europe,0,8.923784046,1.96248251,0,../data/downloaded_documents/05dad0d07c4a4280e73e4159bc69eb0fb7eef25dd0d0c583c783a1ddf980cc5b.pdf
264,RUS,Russian Federation,1st NDC,2020-11-25 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_RF_eng.pdf,,Annex I,Middle-income,Europe,0,1792.015253,247.7941134,0,../data/downloaded_documents/83434a25c129dce1cb1e9c6a6223b9416931f41d9865e3665590eee56bba461a.pdf
265,RUS,Russian Federation,Updated NDC,2020-11-25 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_RF_eng.pdf,,Annex I,Middle-income,Europe,0,1792.015253,247.7941134,0,../data/downloaded_documents/83434a25c129dce1cb1e9c6a6223b9416931f41d9865e3665590eee56bba461a.pdf
266,RWA,Rwanda,1st NDC,2016-10-06 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Rwanda_Nov.2015.pdf,,Non-Annex I,Low-income,Africa,0,1.153225263,0.482831456,0,../data/downloaded_documents/fb99421a20fc63e2dfaf852990649c42ac4544dd07f72b1efc2e7e06ecefcdb3.pdf
267,RWA,Rwanda,Updated NDC,2020-05-20 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Rwanda_Updated_NDC_May_2020.pdf,,Non-Annex I,Low-income,Africa,0,1.153225263,0.482831456,0,../data/downloaded_documents/728a43bccc4c480d0b5457da687c1b7ae401df71d5490bf56fc41a0a86ddbbb9.pdf
268,KNA,Saint Kitts and Nevis,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/St.%20Kitts%20and%20Nevis%20INDC.pdf,,Non-Annex I,High-income,Latin America and the Caribbean,0,0.1937930572,0.0650315997,0,../data/downloaded_documents/e80efefd8db176104832317f2ae00de7228853323ac8ebde8063da4b40965231.pdf
269,KNA,Saint Kitts and Nevis,Updated NDC,2021-10-25 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/St.%20Kitts%20and%20Nevis%20Revised%20NDC_Updated.pdf,,Non-Annex I,High-income,Latin America and the Caribbean,0,0.1937930572,0.0650315997,0,../data/downloaded_documents/2b16783fd67c8c6d620df275ddbeb35e0e46c11e67ae8e33266018e569e91381.pdf
270,LCA,Saint Lucia,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/Saint%20Lucia%20INDC%2018th%20November%202015.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,0.2970787525,0.099287309,0,../data/downloaded_documents/e51553b3b48143282fb182d776ac61d8f0db5d4b17e384c7fec4f5ee2ad05694.pdf
