,country_code,country,type_of_document,date,backend_status,current,version_number,url,comment,annex_type,income_group,region,eu27,ghg_total,ghg_transport,mena,document_path
121,GHA,Ghana,Updated NDC,2021-10-15 00:00:00,uploaded,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Ghana_Transmittal%20Letter_Interim%20Updated%20NDC.pdf,,Non-Annex I,Middle-income,Africa,0,16.837459,8.575976,0,../data/downloaded_documents/5a12011193ca0a3297fa2390453b80eb8c978c290a0a154b6e74253587bf4fda.pdf
122,GHA,Ghana,Updated NDC,2021-11-04 00:00:00,uploaded,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-06/Ghana's%20Updated%20Nationally%20Determined%20Contribution%20to%20the%20UNFCCC_2021.pdf,,Non-Annex I,Middle-income,Africa,0,16.837459,8.575976,0,../data/downloaded_documents/a069fc7d5944c3962430b9b2d4b6620ddc6fe3d445ec1b0eacd96ef2d1012caf.pdf
123,GRD,Grenada,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Grenada%20INDC.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,0.2286236163,0.0765868822,0,../data/downloaded_documents/184d6575ae8fad1458d185dabc0ab6a7bce86b1741508ee9e3d98a0949213614.pdf
124,GRD,Grenada,2nd NDC,2020-01-12 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/GrenadaSecondNDC2020%20-%2001-12-20.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,0.2286236163,0.0765868822,0,../data/downloaded_documents/f8278d022fdd05c03c2a077c27f02b16cc861a9b4c59563cf35a7c950ad7de62.pdf
125,GTM,Guatemala,LTS,2021-06-07 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_Guatemala.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,21.19600281,8.10889152,0,../data/downloaded_documents/b652b94707fc48018d505ac7fa58ad56ebe3753268347543b4329e116add7899.pdf
126,GTM,Guatemala,1st NDC,2017-01-25 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Contribuci%C3%B3n%20Nacionalmente%20Determinada%20Guatemala.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,21.19600281,8.10889152,0,../data/downloaded_documents/4f007d4bd72be715fa5d2b010f8278224193491dad38240cb7663ef73677b941.pdf
127,GTM,Guatemala,Updated NDC,2022-04-01 00:00:00,uploaded,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Contribuci%C3%B3n%20Nacionalmente%20Determinada%20Guatemala.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,21.19600281,8.10889152,0,../data/downloaded_documents/4f007d4bd72be715fa5d2b010f8278224193491dad38240cb7663ef73677b941.pdf
128,GTM,Guatemala,Updated NDC,2022-05-23 00:00:00,missing,x,NDC 1.2,https://unfccc.int/sites/default/files/2022-06/NDC%20-%20Guatemala%202021.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,21.19600281,8.10889152,0,../data/downloaded_documents/874c4fcbe8f73e0aaefc72ab0b7ff04beb1e22bdae1c0c4369da3805f2d0ed93.pdf
129,GIN,Guinea,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Guinea_english_version%20UNFCCC.pdf,,Non-Annex I,Low-income,Africa,0,2.920971605,1.333532426,0,../data/downloaded_documents/a0fba9c8be50d16308ccac4e8840be2808a36509f9fab6b4ebb4f62c822ee9c3.pdf
130,GIN,Guinea,Updated NDC,2021-07-28 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20GUINEE%202021_REVISION_VF.pdf,,Non-Annex I,Low-income,Africa,0,2.920971605,1.333532426,0,../data/downloaded_documents/5d912beff1f04f5dc585f21fa2b5dfbbe9cab1dac60399f769115cdd7c08ecdf.pdf
131,GNB,Guinea Bissau,1st NDC,2018-10-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/GUINEA-BISSAU_INDC_Version%20to%20the%20UNFCCC%20%28eng%29.pdf,,Non-Annex I,Low-income,Africa,0,0.4372352708,0.2141446215,0,../data/downloaded_documents/3c29eed6ec819b470141a04f2500f59a3c7f03094113ebb680f2cc34a7887e5e.pdf
132,GNB,Guinea Bissau,Updated NDC,2021-12-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Guinea%20Bissau-12102021.Final.pdf,,Non-Annex I,Low-income,Africa,0,0.4372352708,0.2141446215,0,../data/downloaded_documents/0ab2542c4a9071a27f6bb2bebf617e1fbb56596b25f6ddb60e6973efd9e5047c.pdf
133,GUY,Guyana,1st NDC,2016-05-20 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Guyana%27s%20revised%20NDC%20-%20Final.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,1.522408916,0.461365739,0,../data/downloaded_documents/b0e7e216c8ccdf5a4cf6097bfb5102a4b6d94609f78d0cc43678a22954a8c38f.pdf
134,HTI,Haiti,1st NDC,2017-07-31 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/CPDN_Republique%20d%27Haiti.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,3.576690933,1.44342025,0,../data/downloaded_documents/5ac99397d655a6ae52792e3586723ad0df1ec9425f5bf12027f9eb88a1cc542c.pdf
135,HTI,Haiti,Updated NDC,1st June 2022,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revisee%20Haiti%202022.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,3.576690933,1.44342025,0,../data/downloaded_documents/fcd01d9713c5b409aec2fc2b766742092df749293ca7c501021079bca04a836b.pdf
136,HND,Honduras,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Honduras%20INDC_esp.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,10.35649717,3.9586812,0,../data/downloaded_documents/f4f6a9054f9cddd298ed0a144925660bf05ae02a35b745da09ca1161baa9511d.pdf
137,HND,Honduras,Updated NDC,2021-05-19 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20de%20Honduras_%20Primera%20Actualizaci%C3%B3n.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,10.35649717,3.9586812,0,../data/downloaded_documents/0fe24d0adebf6d4e02dd02b834cbec57884e49017b0ebd212821bf5188100947.pdf
138,HUN,Hungary,LTS,2021-09-17 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS_1_Hungary_2021_EN.pdf,,Annex I,High-income,Europe,EU27,53.18259902,13.77610264,0,../data/downloaded_documents/b6765ba1b135d73b6621c7518681f5b395c7068c591d9a0b871a6eadd43fb610.pdf
139,ISL,Iceland,LTS,2021-10-28 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/Iceland_LTS1_2021.pdf,,Annex I,High-income,Europe,0,3.92539939,0.8208101853,0,../data/downloaded_documents/0f8f8d29848a6f7f9c40303109909a6530b289dcb72085b3c8e93da1269a7877.pdf
140,ISL,Iceland,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-ICELAND.pdf,,Annex I,High-income,Europe,0,3.92539939,0.8208101853,0,../data/downloaded_documents/5f8707e731765df2822463939a81e4102f20ef8bc156f8066fd037c166e134a1.pdf
141,ISL,Iceland,Updated NDC,2021-02-18 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Iceland_updated_NDC_Submission_Feb_2021.pdf,,Annex I,High-income,Europe,0,3.92539939,0.8208101853,0,../data/downloaded_documents/ac16ad83bbe51cf12942ead37131792a15e90a6d32752d8d33a43596a57fa43a.pdf
142,IND,India,LTS,2022-11-14 00:00:00,missing,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/India_LTLEDS.pdf,,Non-Annex I,Middle-income,Asia,0,2597.35988,306.8254659,0,../data/downloaded_documents/d04d8e50929faa408614dcc9f7485e6e0c0c55709211468db70a786e9983e358.pdf
143,IND,India,1st NDC,2016-10-02 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDIA%20INDC%20TO%20UNFCCC.pdf,,Non-Annex I,Middle-income,Asia,0,2597.35988,306.8254659,0,../data/downloaded_documents/313b037e4534239c97bc2ac1ec797f412f13457a7d2fd98f2cbad1b6ac7c23a8.pdf
144,IND,India,Updated NDC,2022-08-26 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-08/India%20Updated%20First%20Nationally%20Determined%20Contrib.pdf,,Non-Annex I,Middle-income,Asia,0,2597.35988,306.8254659,0,../data/downloaded_documents/53775c7ef06c24f6cdb4f34de0dc8077d0c0db3a383c48b574241f349db8e4a8.pdf
145,IDN,Indonesia,1st NDC,2016-11-06 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/First%20NDC%20Indonesia_submitted%20to%20UNFCCC%20Set_November%20%202016.pdf,,Non-Annex I,Middle-income,Asia,0,625.6630056,141.04814,0,../data/downloaded_documents/ec28fc1c7f1f94205f06e63caae45ed8a2d97a241bf9b4da3956824dda3d1835.pdf
146,IDN,Indonesia,Updated NDC,2021-07-22 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20Indonesia%202021%20-%20corrected%20version.pdf,,Non-Annex I,Middle-income,Asia,0,625.6630056,141.04814,0,../data/downloaded_documents/23cc288529c33744f7305df47148647d73af79b75b013228c48f71bb19fdfed2.pdf
147,IDN,Indonesia,Updated NDC,2022-09-23 00:00:00,missing,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-09/ENDC%20Indonesia.pdf,,Non-Annex I,Middle-income,Asia,0,625.6630056,141.04814,0,../data/downloaded_documents/367e52232a6fdaf079b6ea28cec056e70c55e1c4572bc4034586eb5d0f2969cc.pdf
148,IDN,Indonesia,LTS,2021-07-22 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/Indonesia_LTS-LCCR_2021.pdf,,Non-Annex I,Middle-income,Asia,0,625.6630056,141.04814,0,../data/downloaded_documents/dcadcdeb10ce7969f73ef1a62657c7146969de560cb85d692b1a84c7f03c3633.pdf
149,IRQ,Iraq,Updated NDC,2021-10-15 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Iraq%20NDC%20Document.docx,,Non-Annex I,Middle-income,Asia,0,197.6122437,25.713511,MENA,../data/downloaded_documents/1e494c9edae7a63a7bc4a5688997804f3820b66cb2aae88e36e3892f26c519e9.docx
150,ISR,Israel,1st NDC,2016-11-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Israel%20INDC.pdf,,Non-Annex I,High-income,Asia,0,68.3289742,18.47930281,MENA,../data/downloaded_documents/1543906ba72793bfc4257b7612756b48e51d986a25d698cd7c8b96daf1363cf0.pdf
151,ISR,Israel,Updated NDC,2021-07-29 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20update%20as%20submitted%20to%20the%20UNFCCC.docx,,Non-Annex I,High-income,Asia,0,68.3289742,18.47930281,MENA,../data/downloaded_documents/b9c5eca3581648a0c7ff4e537b27ddfdeea3d251d6e9d75e3f683cb9271f222a.docx
152,JAM,Jamaica,1st NDC,2017-04-10 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Jamaica%27s%20INDC_2015-11-25.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,7.441496709,1.66609015,0,../data/downloaded_documents/b2450e5809c49e20c31bdabeb85f21e577e1f3b37cd682ea9dfc0b706304fe00.pdf
153,JAM,Jamaica,Updated NDC,2020-07-01 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20Jamaica%20-%20ICTU%20Guidance.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,7.441496709,1.66609015,0,../data/downloaded_documents/c51fcfbb44064b26c49796088e8f7f64b71167ef45cd8ac9a49f556da3b3c600.pdf
154,JPN,Japan,Archived LTS,2019-06-26 00:00:00,uploaded,,LTS 1.0,https://unfccc.int/sites/default/files/resource/The%20Long-term%20Strategy%20under%20the%20Paris%20Agreement.pdf,,Annex I,High-income,Asia,0,1153.716984,187.2348888,0,../data/downloaded_documents/1cb913ab80f6f87f2b1112b32771151a67613f22aed922f0ec7b5cbcbf004d86.pdf
155,JPN,Japan,LTS,2021-10-29 00:00:00,uploaded,x,LTS 1.1,https://unfccc.int/sites/default/files/resource/Japan_LTS2021.pdf,,Annex I,High-income,Asia,0,1153.716984,187.2348888,0,../data/downloaded_documents/fc9132af5c0406c676062ae1cac2f2310439093b3f86c1a879c5e0e5e50d4a3f.pdf
156,JPN,Japan,1st NDC,2016-11-08 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/20150717_Japan%27s%20INDC.pdf,,Annex I,High-income,Asia,0,1153.716984,187.2348888,0,../data/downloaded_documents/f3b91ca9f5e21a1238399ee03d6f802cef57c9b9ea9cf92e24e0437f7a946e5b.pdf
157,JPN,Japan,Updated NDC,2020-03-31 00:00:00,uploaded,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/SUBMISSION%20OF%20JAPAN'S%20NATIONALLY%20DETERMINED%20CONTRIBUTION%20(NDC).PDF,,Annex I,High-income,Asia,0,1153.716984,187.2348888,0,../data/downloaded_documents/005e51572ec07b56020e0fc39a0bacedf04228b0f76977c4ddcc82c8e9956d0d.pdf
158,JPN,Japan,Updated NDC,2021-10-12 00:00:00,uploaded,,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-06/JAPAN_FIRST%20NDC%20(INTERIM-UPDATED%20SUBMISSION).pdf,,Annex I,High-income,Asia,0,1153.716984,187.2348888,0,../data/downloaded_documents/996d571a48be5581076195a06b9a5d22de456d19689e9a86fd41efd4e310b1fe.pdf
159,JPN,Japan,Updated NDC,2021-10-22 00:00:00,missing,x,NDC 1.3,https://unfccc.int/sites/default/files/NDC/2022-06/JAPAN_FIRST%20NDC%20(UPDATED%20SUBMISSION).pdf,,Annex I,High-income,Asia,0,1153.716984,187.2348888,0,../data/downloaded_documents/175ebdcdb6db40ce0e2cd70b1f42d9bea79eb5d9594eb1fdba278fae3bf5fd99.pdf
160,JOR,Jordan,1st NDC,2016-11-04 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Jordan%20INDCs%20Final.pdf,,Non-Annex I,Middle-income,Asia,0,28.34005339,7.10992821,MENA,../data/downloaded_documents/dd26bef345e3cdc6318285875d9ae18043cadc8e1efca95094ed6c30ac30014d.pdf
161,KAZ,Kazakhstan,1st NDC,2016-12-06 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Kz_eng.pdf,,Non-Annex I,Middle-income,Asia,0,277.3646684,16.70975354,0,../data/downloaded_documents/a9b8c7776b975694a2ff939990ae5bf9c7222e4fb29ac6df51aa93a723da3c4c.pdf
162,KEN,Kenya,1st NDC,2016-12-28 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Kenya_NDC_20150723.pdf,,Non-Annex I,Middle-income,Africa,0,19.81301085,9.74633695,0,../data/downloaded_documents/4383b75928140ec037f2ede13b4ce9471994d5330e412876de9b3734ec6f2c62.pdf
163,KEN,Kenya,Updated NDC,2020-12-28 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Kenya's%20First%20%20NDC%20(updated%20version).pdf,,Non-Annex I,Middle-income,Africa,0,19.81301085,9.74633695,0,../data/downloaded_documents/f2a4cd01828a66e64df3d10789c889e25526cceea9951de4a7c11bc20f592298.pdf
164,KIR,Kiribati,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_KIRIBATI.pdf,,Non-Annex I,Middle-income,Oceania,0,0.03362161318,0.01748839292,0,../data/downloaded_documents/d854455275a3401e3140cdb0bbfbc3efe3fe31c6f3a49918ce214459e2e62322.pdf
165,KWT,Kuwait,1st NDC,2018-04-23 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20First%20NDC_English.pdf,,Non-Annex I,High-income,Asia,0,98.95252113,10.91665786,MENA,../data/downloaded_documents/447f17c32051a32784308d36a8cadf5f8c9b010956480fdd12889ec1428ed17d.pdf
166,KWT,Kuwait,Updated NDC,2021-12-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20updating%20the%20first%20NDC-English.pdf,,Non-Annex I,High-income,Asia,0,98.95252113,10.91665786,MENA,../data/downloaded_documents/76ca4cd8c779eb0471fb9a8f020248010949269ed83ae4ede8e9a48de515c953.pdf
167,KGZ,Kyrgyzstan,1st NDC,2020-02-18 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Kyrgyzstan%20INDC%20_ENG_%20final.pdf,,Non-Annex I,Middle-income,Asia,0,11.92138861,2.973082936,0,../data/downloaded_documents/d77dfe1104a756af0bb169d23865a91c9302c578aa9f041d2dac17788e46fe09.pdf
168,KGZ,Kyrgyzstan,Updated NDC,2021-09-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/%D0%9E%D0%9D%D0%A3%D0%92%20ENG%20%D0%BE%D1%82%2008102021.pdf,,Non-Annex I,Middle-income,Asia,0,11.92138861,2.973082936,0,../data/downloaded_documents/d2906d8bf1a992b0c2d3f6deb332a1aa363ced0b5128705a1998ac6850913232.pdf
169,LAO,Lao People’s Democratic Republic,1st NDC,2016-09-07 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Lao%20People%27s%20Democratic%20Republic%20First%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,6.783368096,0.1464966096,0,../data/downloaded_documents/18cfe7d3822e57504ecf96eb0c05b837f867d71ccb42fd599f49922929a34011.pdf
170,LAO,Lao People’s Democratic Republic,Updated NDC,2021-09-05 00:00:00,,x,NDC 1.1,"https://unfccc.int/sites/default/files/NDC/2022-06/NDC%202020%20of%20Lao%20PDR%20(English),%2009%20April%202021%20(1).pdf",,Non-Annex I,Middle-income,Asia,0,6.783368096,0.1464966096,0,../data/downloaded_documents/378b7888faf589a3741e024bee9b269b29dd6ab3d59c72e46a9d3558831485bc.pdf
171,LVA,Latvia,LTS,2020-09-12 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_Latvia.pdf,,Annex I,High-income,Europe,EU27,8.379370466,3.28371326,0,../data/downloaded_documents/4a6be95d7a32c59a1dafd72f676fec8ff1172d94e0aec696e053a53cfe910474.pdf
172,LBN,Lebanon,1st NDC,2020-02-05 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Republic%20of%20Lebanon%20-%20INDC%20-%20September%202015.pdf,,Non-Annex I,Middle-income,Asia,0,27.43706665,6.155751086,MENA,../data/downloaded_documents/eb48b68bbd12232fd6546515f1f8e6665b15b134cf67609a0c40830792c1be6b.pdf
173,LBN,Lebanon,Updated NDC,2021-03-16 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Lebanon's%202020%20Nationally%20Determined%20Contribution%20Update.pdf,,Non-Annex I,Middle-income,Asia,0,27.43706665,6.155751086,MENA,../data/downloaded_documents/8d6b15bc1fc7e2f9f226428a51a8f225d0b48ae1d1d36871d68ba7cb0bb4969b.pdf
174,LSO,Lesotho,1st NDC,2017-01-20 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Lesotho%27s%20INDC%20Report%20%20-%20September%202015.pdf,,Non-Annex I,Middle-income,Africa,0,0.75427256,0.373825382,0,../data/downloaded_documents/7d482379248dcf2b1a6e60a37f95c6c0f09f786ae2ace417f37b4690307f2180.pdf
175,LBR,Liberia,1st NDC,2018-08-27 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Final%20Submission%20Sept%2030%202015%20Liberia.pdf,,Non-Annex I,Low-income,Africa,0,1.20753031,0.545631313,0,../data/downloaded_documents/78df7d90994d80a800a8c46f7c40408d6c847bd94b212ee577e2fd2ece630eeb.pdf
176,LBR,Liberia,Updated NDC,2021-08-04 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Liberia's%20Updated%20NDC_RL_FINAL%20(002).pdf,,Non-Annex I,Low-income,Africa,0,1.20753031,0.545631313,0,../data/downloaded_documents/661a8b32f563671624a890ccf7d2ecd0d75305baada4f21a39aa0894b5b30139.pdf
177,LIE,Liechtenstein,1st NDC,2017-09-20 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/150422_INDC_FL.pdf,,Annex I,High-income,Europe,0,0,0,0,../data/downloaded_documents/e9e9aae567ea79ed3cfd02cee2bc0eb421282a69078f870e6bf7cdc6f9c14884.pdf
178,LTU,Lithuania,LTS,2022-03-17 00:00:00,missing,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/Lithuanian%20Climate%20Change%20Management%20Agenda%202021%20EN.docx,,Annex I,High-income,Europe,EU27,13.77191407,5.761199836,0,../data/downloaded_documents/12c6023a78da026f02f7ca02208a3eda8726959a75f5bdf1c869550839e732d3.docx
179,LUX,Luxembourg,LTS,2021-11-02 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LUX_LTS_2021.pdf,,Annex I,High-income,Europe,EU27,9.739865301,6.216491642,0,../data/downloaded_documents/d49e31c0c09f63ba8ac69433ccc427e4b03290b16ae8c0d94088cf01b5b48e05.pdf
180,MDG,Madagascar,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Madagascar%20INDC%20Eng.pdf,,Non-Annex I,Low-income,Africa,0,4.198763317,1.229994681,0,../data/downloaded_documents/722abb163c16c276d3555346ddebd3db5734616de2b8e93d6e00562034187802.pdf
181,MWI,Malawi,1st NDC,2017-06-29 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/MALAWI%20INDC%20SUBMITTED%20TO%20UNFCCC%20REV.pdf,,Non-Annex I,Low-income,Africa,0,1.616147875,0.562809133,0,../data/downloaded_documents/23392db6b5b347ac12c45b838c18ae3188d065c9e45ef571b4786d0d904a7688.pdf
182,MWI,Malawi,Updated NDC,2021-07-30 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Malawi%20Updated%20NDC%20July%202021%20submitted.pdf,,Non-Annex I,Low-income,Africa,0,1.616147875,0.562809133,0,../data/downloaded_documents/d255aabc53ed8cb18a2111f8ecd73e2c6f08e5bc60ebff0e92ac223d4679a45e.pdf
183,MYS,Malaysia,1st NDC,2016-11-16 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Malaysia%20Final%2027%20November%202015%20Revised%20Final%20UNFCCC.pdf,,Non-Annex I,Middle-income,Asia,0,248.83266,63.28484626,0,../data/downloaded_documents/e567e1406bda8fdf1bff097fd1a063b46eb51d6a549a80753e05535b41373bd5.pdf
184,MYS,Malaysia,Updated NDC,2021-07-30 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Malaysia%20NDC%20Updated%20Submission%20to%20UNFCCC%20July%202021%20final.pdf,,Non-Annex I,Middle-income,Asia,0,248.83266,63.28484626,0,../data/downloaded_documents/a5700749b5e8ee5f3c3be464d629c806939c79d53ea4be0f9181337b7ead9d69.pdf
185,MDV,Maldives,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Maldives%20INDC.pdf,,Non-Annex I,Middle-income,Asia,0,0.9128051584,0.48065513,0,../data/downloaded_documents/b50f54d177406335d0e99bc7a3ea0a3b30ddf22fc8fdf75fe54522a03118c84a.pdf
186,MDV,Maldives,Updated NDC,2020-12-28 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Maldives%20Nationally%20Determined%20Contribution%202020.pdf,,Non-Annex I,Middle-income,Asia,0,0.9128051584,0.48065513,0,../data/downloaded_documents/b9e122edb8477a00d2b06ac4e3d79e14a87cd52c6fc22bb5d835d2b690400661.pdf
187,MLI,Mali,1st NDC,2016-09-23 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Mali_revised%20NDC.pdf,,Non-Annex I,Low-income,Africa,0,1.031353639,0.344225387,0,../data/downloaded_documents/53949b8ef1e26be94f5f2b4d1fb89c619d749d5736e3b3e6b2bc9fa29308bd04.pdf
188,MLI,Mali,Updated NDC,2021-11-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/MALI%20First%20NDC%20update.pdf,,Non-Annex I,Low-income,Africa,0,1.031353639,0.344225387,0,../data/downloaded_documents/6b230390538becae490e9380b40f1aacb7277eec9d07a07483ee67f937f08e4a.pdf
189,MLT,Malta,LTS,2021-11-12 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/MLT_LTS_Nov2021.pdf,,Annex I,High-income,Europe,EU27,1.043602178,0.3469439318,0,../data/downloaded_documents/0b0122eb02a90a2e0bfaaf27b346f4adb82933bd4bbf3b45e95c42a7a065906d.pdf
190,MHL,Marshall Islands,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/150721%20RMI%20INDC%20JULY%202015%20FINAL%20SUBMITTED.pdf,,Non-Annex I,Middle-income,Oceania,0,0,0,0,../data/downloaded_documents/3106228e3bf6df1e95722b97863b3c8c475a1ffd788de886007db64adad221cc.pdf
191,MHL,Marshall Islands,LTS,2018-01-09 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/20181122%20Marshall%20Islands%20NDC%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf,,Non-Annex I,Middle-income,Oceania,0,0,0,0,../data/downloaded_documents/6059fb1352ee97d91ccc03c64666bc4224b97793fc25861a6d386e63c8026038.pdf
192,MHL,Marshall Islands,2nd NDC,2018-11-22 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/20181122%20Marshall%20Islands%20NDC%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf,,Non-Annex I,Middle-income,Oceania,0,0,0,0,../data/downloaded_documents/6059fb1352ee97d91ccc03c64666bc4224b97793fc25861a6d386e63c8026038.pdf
193,MRT,Mauritania,1st NDC,2017-02-27 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20MAURITANIA.pdf,,Non-Annex I,Middle-income,Africa,0,7.65944194,1.355644798,0,../data/downloaded_documents/6ec1f81159a3199f3b3e3c1316355834fd3850ffc60e0ed67e52afaa54fb35b9.pdf
194,MRT,Mauritania,Updated NDC,2021-12-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDN-actualis%C3%A9%202021_%20Mauritania.pdf,,Non-Annex I,Middle-income,Africa,0,7.65944194,1.355644798,0,../data/downloaded_documents/0bb0f19be9535cf4ed147b78c14933dc2e1b06bb77b35e8a3bacb07e3be0ab9d.pdf
